"","id","senator_party","condition","pid7","pre_sexism_1","pre_sexism_2","pre_sexism_3","pre_sexism_4","pre_favorability","pre_vote","gender","age","newsinterest","post_favorability","post_vote","punishment_1","punishment_2","punishment_3","punishment_4","punishment_5","post_sexism_1","post_sexism_2","post_sexism_3","post_sexism_4","condition2","pid3","needmoreevidence","apology","longtimeago","resign","elitecues","needmoreevidence_reverse","longtimeago_reverse","meanpunishment","sameparty","pre_sexism","post_sexism","change_favorability","change_vote","change_sexism","perchange_favorability","perchange_vote","perchange_sexism"
"406",406,"Democrat",2,"Lean Republican",5,5,1,5,1,0,"Man","25-34","Some of the time",1,0,"Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Agree somewhat","Neither disagree nor agree",5,5,1,5,"Assault","Republican",3,2,3,4,3,3,3,3,"Opposite party",4,4,0,0,0,0,0,0
"407",407,"Republican",1,"Strong Democrat",3,4,2,5,7,6,"Man","25-34","Most of the time",8,9,"Agree somewhat","Agree strongly","Agree strongly","Neither disagree nor agree","Agree somewhat",3,4,3,4,"Jokes","Democrat",4,5,5,3,4,2,1,2.75,"Opposite party",3.5,3.5,1,3,0,12.5,42.8571428571429,0
"408",408,"Democrat",1,"Lean Democrat",1,2,2,2,6,6,"Man","35-44","Most of the time",5,6,"Disagree somewhat","Agree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree",1,2,2,2,"Jokes","Democrat",2,4,3,2,3,4,3,3.25,"Same party",1.75,1.75,-1,0,0,-14.2857142857143,0,0
"409",409,"Democrat",2,"Lean Republican",2,2,2,2,8,8,"Man","65 or over","Most of the time",5,4,"Agree somewhat","Disagree somewhat","Agree somewhat","Neither disagree nor agree","Disagree somewhat",2,2,4,2,"Assault","Republican",4,2,4,3,2,2,2,2.25,"Opposite party",2,2.5,-3,-4,0.5,-33.3333333333333,-44.4444444444444,16.6666666666667
"410",410,"Republican",3,"Independent",1,1,1,1,5,5,"Woman","25-34","Only now and then",5,5,"","","","","",1,1,1,1,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1,1,0,0,0,0,0,0
"411",411,"Republican",3,"Not very strong Republican",4,4,4,4,10,10,"Man","45-54","Most of the time",10,10,"","","","","",4,4,4,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",4,4,0,0,0,0,0,0
"412",412,"Republican",3,"Strong Democrat",2,1,2,1,5,4,"Other","35-44","Most of the time",5,5,"","","","","",2,1,2,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.5,1.5,0,1,0,0,20,0
"413",413,"Democrat",1,"Independent",3,4,2,3,6,6,"Woman","25-34","Some of the time",5,5,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Disagree strongly","Disagree somewhat",4,4,2,2,"Jokes","Independent",4,3,4,1,2,2,2,2,"Independents/Not sures",3,3,-1,-1,0,-14.2857142857143,-14.2857142857143,0
"414",414,"Republican",3,"Lean Republican",4,4,3,4,7,8,"Woman","65 or over","Most of the time",9,8,"","","","","",4,4,3,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.75,3.75,2,0,0,25,0,0
"415",415,"Republican",3,"Strong Democrat",1,1,3,1,3,0,"Woman","25-34","Some of the time",3,0,"","","","","",1,1,4,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.5,1.75,0,0,0.25,0,0,10
"416",416,"Republican",1,"Not very strong Democrat",3,3,3,3,6,6,"Woman","45-54","Only now and then",2,3,"Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree",2,3,3,2,"Jokes","Democrat",3,2,3,2,3,3,3,2.5,"Opposite party",3,2.5,-4,-3,-0.5,-57.1428571428571,-42.8571428571429,-12.5
"417",417,"Democrat",2,"Strong Republican",2,2,4,4,5,1,"Woman","25-34","Some of the time",1,1,"Disagree somewhat","Agree somewhat","Agree strongly","Agree somewhat","Agree somewhat",2,2,4,4,"Assault","Republican",2,4,5,4,4,4,1,3.25,"Opposite party",3,3,-4,0,0,-66.6666666666667,0,0
"418",418,"Democrat",2,"Strong Republican",3,1,3,3,7,6,"Man","35-44","Only now and then",8,7,"Disagree strongly","Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat","Agree somewhat",3,2,2,1,"Assault","Republican",1,3,3,2,4,5,3,3.25,"Opposite party",2.5,2,1,1,-0.5,12.5,14.2857142857143,-14.2857142857143
"419",419,"Republican",2,"Strong Democrat",2,2,2,2,7,3,"Woman","45-54","Only now and then",3,0,"Disagree somewhat","Neither disagree nor agree","Agree somewhat","Disagree somewhat","Disagree strongly",2,2,2,2,"Assault","Democrat",2,3,4,2,1,4,2,2.75,"Opposite party",2,2,-4,-3,0,-50,-75,0
"420",420,"Democrat",2,"Lean Democrat",3,3,2,2,9,9,"Man","25-34","Some of the time",8,8,"Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree somewhat","Agree somewhat",3,1,2,2,"Assault","Democrat",5,1,3,2,4,1,3,1.75,"Same party",2.5,2,-1,-1,-0.5,-10,-10,-14.2857142857143
"421",421,"Democrat",1,"Not very strong Democrat",2,3,1,3,5,0,"Man","25-34","Some of the time",5,0,"Agree strongly","Disagree somewhat","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",2,3,1,2,"Jokes","Democrat",5,2,1,3,3,1,5,2.75,"Same party",2.25,2,0,0,-0.25,0,0,-7.69230769230769
"422",422,"Democrat",2,"Lean Democrat",2,3,2,4,9,8,"Woman","35-44","Most of the time",5,5,"Agree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Agree somewhat",2,3,2,4,"Assault","Democrat",4,3,1,3,4,2,5,3.25,"Same party",2.75,2.75,-4,-3,0,-40,-33.3333333333333,0
"423",423,"Democrat",3,"Strong Democrat",1,1,5,1,10,10,"Man","35-44","Most of the time",10,5,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2,1,0,-5,-1,0,-45.4545454545455,-33.3333333333333
"424",424,"Democrat",3,"Strong Democrat",2,2,1,2,8,6,"Man","25-34","Most of the time",8,6,"","","","","",2,2,2,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.75,2,0,0,0.25,0,0,9.09090909090909
"425",425,"Democrat",3,"Strong Democrat",3,2,3,2,9,9,"Woman","45-54","Most of the time",9,9,"","","","","",3,3,4,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.5,3,0,0,0.5,0,0,14.2857142857143
"426",426,"Republican",1,"Strong Democrat",1,1,1,1,2,0,"Woman","55-64","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",1,5,1,5,1,5,5,5,"Opposite party",1,1,-2,0,0,-66.6666666666667,0,0
"427",427,"Republican",2,"Independent",4,5,4,3,5,3,"Man","45-54","Most of the time",5,3,"Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree strongly","Neither disagree nor agree",4,4,4,3,"Assault","Independent",3,2,2,1,3,3,4,2.5,"Independents/Not sures",4,3.75,0,0,-0.25,0,0,-5
"428",428,"Democrat",3,"Not very strong Democrat",2,2,2,2,8,7,"Man","35-44","Most of the time",8,8,"","","","","",2,2,2,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2,2,0,1,0,0,12.5,0
"429",429,"Democrat",3,"Lean Democrat",2,1,3,2,9,9,"Man","35-44","Most of the time",10,9,"","","","","",2,1,3,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2,2,1,0,0,10,0,0
"430",430,"Democrat",2,"Independent",1,1,1,1,4,3,"Woman","45-54","Most of the time",2,2,"Disagree somewhat","Agree strongly","Disagree strongly","Agree somewhat","Neither disagree nor agree",1,1,1,1,"Assault","Independent",2,5,1,4,3,4,5,4.5,"Independents/Not sures",1,1,-2,-1,0,-40,-25,0
"431",431,"Republican",1,"Lean Republican",4,5,2,4,8,8,"Woman","35-44","Most of the time",8,8,"Agree strongly","Neither disagree nor agree","Agree strongly","Disagree strongly","Agree somewhat",4,5,2,4,"Jokes","Republican",5,3,5,1,4,1,1,1.5,"Same party",3.75,3.75,0,0,0,0,0,0
"432",432,"Democrat",2,"Strong Democrat",5,4,2,4,7,9,"Man","25-34","Only now and then",4,5,"Agree somewhat","Agree strongly","Agree somewhat","Neither disagree nor agree","Agree somewhat",4,4,2,3,"Assault","Democrat",4,5,4,3,4,2,2,3,"Same party",3.75,3.25,-3,-4,-0.5,-37.5,-40,-10.5263157894737
"433",433,"Democrat",1,"Independent",2,3,5,1,8,7,"Woman","25-34","Most of the time",4,4,"Disagree strongly","Agree somewhat","Disagree strongly","Disagree strongly","Agree strongly",2,3,5,1,"Jokes","Independent",1,4,1,1,5,5,5,3.75,"Independents/Not sures",2.75,2.75,-4,-3,0,-44.4444444444444,-37.5,0
"434",434,"Republican",2,"Not very strong Democrat",1,1,1,1,7,5,"Man","35-44","Some of the time",1,1,"Disagree somewhat","Agree strongly","Disagree strongly","Agree somewhat","Disagree somewhat",1,1,1,1,"Assault","Democrat",2,5,1,4,2,4,5,4.5,"Opposite party",1,1,-6,-4,0,-75,-66.6666666666667,0
"435",435,"Democrat",1,"Independent",1,1,1,1,8,5,"Woman","45-54","Most of the time",8,5,"Disagree somewhat","Agree strongly","Agree somewhat","Disagree somewhat","Disagree strongly",1,1,1,1,"Jokes","Independent",2,5,4,2,1,4,2,3.25,"Independents/Not sures",1,1,0,0,0,0,0,0
"436",436,"Republican",1,"Not very strong Democrat",1,1,1,1,5,3,"Woman","45-54","Most of the time",2,0,"Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly",1,1,1,1,"Jokes","Democrat",2,4,1,4,1,4,5,4.25,"Opposite party",1,1,-3,-3,0,-50,-75,0
"437",437,"Democrat",1,"Strong Republican",4,4,1,4,10,9,"Woman","35-44","Some of the time",6,5,"Agree strongly","Disagree somewhat","Agree strongly","Disagree strongly","Disagree somewhat",4,4,1,4,"Jokes","Republican",5,2,5,1,2,1,1,1.25,"Opposite party",3.25,3.25,-4,-4,0,-36.3636363636364,-40,0
"438",438,"Republican",2,"Strong Republican",3,5,5,5,10,5,"Man","25-34","Some of the time",1,1,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Agree strongly",3,5,5,5,"Assault","Republican",1,5,1,5,5,5,5,5,"Same party",4.5,4.5,-9,-4,0,-81.8181818181818,-66.6666666666667,0
"439",439,"Republican",1,"Independent",1,1,1,1,0,0,"Man","25-34","Some of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly",1,1,1,1,"Jokes","Independent",1,5,1,4,1,5,5,4.75,"Independents/Not sures",1,1,0,0,0,0,0,0
"440",440,"Democrat",1,"Strong Democrat",2,2,3,3,6,5,"Woman","55-64","Most of the time",5,4,"Neither disagree nor agree","Agree somewhat","Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat",2,2,3,2,"Jokes","Democrat",3,4,3,3,2,3,3,3.25,"Same party",2.5,2.25,-1,-1,-0.25,-14.2857142857143,-16.6666666666667,-7.14285714285714
"441",441,"Democrat",2,"Not very strong Republican",2,2,1,4,5,5,"Man","55-64","Some of the time",4,4,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Agree somewhat","Neither disagree nor agree",2,2,2,4,"Assault","Republican",2,3,1,4,3,4,5,4,"Opposite party",2.25,2.5,-1,-1,0.25,-16.6666666666667,-16.6666666666667,7.69230769230769
"442",442,"Republican",2,"Strong Democrat",1,1,1,1,5,2,"Woman","55-64","Most of the time",1,1,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Agree somewhat","Agree strongly",1,1,1,1,"Assault","Democrat",1,3,1,4,5,5,5,4.25,"Opposite party",1,1,-4,-1,0,-66.6666666666667,-33.3333333333333,0
"443",443,"Democrat",1,"Not very strong Republican",2,2,2,3,7,6,"Woman","35-44","Only now and then",6,5,"Agree somewhat","Agree strongly","Disagree somewhat","Disagree strongly","Neither disagree nor agree",3,2,4,2,"Jokes","Republican",4,5,2,1,3,2,4,3,"Opposite party",2.25,2.75,-1,-1,0.5,-12.5,-14.2857142857143,15.3846153846154
"444",444,"Democrat",2,"Strong Democrat",1,1,1,1,8,8,"Man","35-44","Most of the time",6,7,"Neither disagree nor agree","Disagree strongly","Disagree somewhat","Disagree strongly","Agree somewhat",1,1,1,1,"Assault","Democrat",3,1,2,1,4,3,4,2.25,"Same party",1,1,-2,-1,0,-22.2222222222222,-11.1111111111111,0
"445",445,"Republican",2,"Strong Democrat",2,1,2,2,5,3,"Man","55-64","Some of the time",1,1,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Agree somewhat","Disagree strongly",2,1,2,2,"Assault","Democrat",2,3,1,4,1,4,5,4,"Opposite party",1.75,1.75,-4,-2,0,-66.6666666666667,-50,0
"446",446,"Democrat",2,"Not very strong Republican",2,2,1,2,9,2,"Man","45-54","Hardly at all",5,0,"Agree strongly","Neither disagree nor agree","Agree somewhat","Disagree somewhat","Agree somewhat",2,2,1,2,"Assault","Republican",5,3,4,2,4,1,2,2,"Opposite party",1.75,1.75,-4,-2,0,-40,-66.6666666666667,0
"447",447,"Democrat",2,"Lean Democrat",3,3,3,3,9,8,"Man","45-54","Some of the time",7,6,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Disagree strongly","Agree somewhat",3,3,3,3,"Assault","Democrat",2,3,2,1,4,4,4,3,"Same party",3,3,-2,-2,0,-20,-22.2222222222222,0
"448",448,"Democrat",2,"Strong Democrat",2,3,3,4,6,7,"Woman","65 or over","Most of the time",5,8,"Neither disagree nor agree","Agree somewhat","Neither disagree nor agree","Disagree somewhat","Agree somewhat",3,4,3,2,"Assault","Democrat",3,4,3,2,4,3,3,3,"Same party",3,3,-1,1,0,-14.2857142857143,12.5,0
"449",449,"Republican",2,"Not very strong Democrat",1,1,3,1,7,5,"Woman","25-34","Some of the time",2,2,"Disagree strongly","Agree somewhat","Disagree somewhat","Neither disagree nor agree","Disagree strongly",1,2,5,1,"Assault","Democrat",1,4,2,3,1,5,4,4,"Opposite party",1.5,2.25,-5,-3,0.75,-62.5,-50,30
"450",450,"Democrat",1,"Strong Republican",4,5,3,4,7,7,"Man","25-34","Some of the time",7,7,"Agree strongly","Agree somewhat","Neither disagree nor agree","Agree somewhat","Agree strongly",5,5,2,4,"Jokes","Republican",5,4,3,4,5,1,3,3,"Opposite party",4,4,0,0,0,0,0,0
"451",451,"Democrat",2,"Lean Republican",4,4,3,4,0,0,"Man","35-44","Most of the time",0,0,"Neither disagree nor agree","Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat",4,4,3,4,"Assault","Republican",3,1,4,1,4,3,2,1.75,"Opposite party",3.75,3.75,0,0,0,0,0,0
"452",452,"Democrat",1,"Independent",1,1,1,1,7,7,"Man","35-44","Most of the time",3,3,"Disagree strongly","Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Jokes","Independent",1,5,1,3,1,5,5,4.5,"Independents/Not sures",1,1,-4,-4,0,-50,-50,0
"453",453,"Democrat",3,"Strong Democrat",1,1,1,1,8,8,"Man","25-34","Some of the time",8,9,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,0,1,0,0,11.1111111111111,0
"454",454,"Republican",1,"Not very strong Democrat",1,1,3,1,5,2,"Man","55-64","Most of the time",5,1,"Agree somewhat","Disagree somewhat","Agree strongly","Disagree strongly","Neither disagree nor agree",1,1,3,1,"Jokes","Democrat",4,2,5,1,3,2,1,1.5,"Opposite party",1.5,1.5,0,-1,0,0,-33.3333333333333,0
"455",455,"Democrat",2,"Strong Democrat",1,1,5,1,9,10,"Woman","18-24","Some of the time",3,3,"Disagree strongly","Agree somewhat","Disagree strongly","Agree strongly","Disagree strongly",1,1,5,1,"Assault","Democrat",1,4,1,5,1,5,5,4.75,"Same party",2,2,-6,-7,0,-60,-63.6363636363636,0
"456",456,"Republican",3,"Lean Republican",1,1,1,1,9,8,"Woman","18-24","Some of the time",10,9,"","","","","",1,1,1,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,1,1,0,10,11.1111111111111,0
"457",457,"Republican",2,"Lean Democrat",4,4,2,4,10,9,"Woman","55-64","Most of the time",7,8,"Agree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Agree somewhat",4,4,2,4,"Assault","Democrat",4,4,2,2,4,2,4,3,"Opposite party",3.5,3.5,-3,-1,0,-27.2727272727273,-10,0
"458",458,"Republican",1,"Strong Democrat",1,1,5,1,6,6,"Man","35-44","Some of the time",4,4,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Disagree somewhat",1,1,5,1,"Jokes","Democrat",5,1,4,1,2,1,2,1.25,"Opposite party",2,2,-2,-2,0,-28.5714285714286,-28.5714285714286,0
"459",459,"Democrat",1,"Independent",2,1,3,1,8,5,"Man","25-34","Hardly at all",2,4,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat",2,1,4,2,"Jokes","Independent",2,3,2,3,2,4,4,3.5,"Independents/Not sures",1.75,2.25,-6,-1,0.5,-66.6666666666667,-16.6666666666667,18.1818181818182
"460",460,"Democrat",2,"Not very strong Democrat",1,2,1,2,5,5,"Woman","55-64","Most of the time",4,3,"Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree","Disagree somewhat",1,2,1,2,"Assault","Democrat",2,4,1,3,2,4,5,4,"Same party",1.5,1.5,-1,-2,0,-16.6666666666667,-33.3333333333333,0
"461",461,"Democrat",3,"Lean Democrat",4,4,3,4,7,8,"Woman","35-44","Most of the time",8,8,"","","","","",2,5,2,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.75,3.25,1,0,-0.5,12.5,0,-10.5263157894737
"462",462,"Democrat",3,"Not very strong Republican",2,4,2,4,7,5,"Man","45-54","Only now and then",7,5,"","","","","",2,4,2,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3,3,0,0,0,0,0,0
"463",463,"Democrat",3,"Not very strong Democrat",3,4,3,4,9,9,"Woman","35-44","Some of the time",9,8,"","","","","",3,4,3,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.5,3.5,0,-1,0,0,-10,0
"464",464,"Democrat",2,"Lean Democrat",3,4,3,4,6,6,"Woman","25-34","Some of the time",7,6,"Agree somewhat","Agree somewhat","Neither disagree nor agree","Agree somewhat","Agree somewhat",4,3,2,4,"Assault","Democrat",4,4,3,4,4,2,3,3.25,"Same party",3.5,3.25,1,0,-0.25,14.2857142857143,0,-5.55555555555556
"465",465,"Republican",2,"Independent",3,3,3,2,5,5,"Woman","45-54","Some of the time",2,1,"Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat","Neither disagree nor agree",1,1,5,1,"Assault","Independent",1,4,1,4,3,5,5,4.5,"Independents/Not sures",2.75,2,-3,-4,-0.75,-50,-66.6666666666667,-20
"466",466,"Democrat",2,"Lean Democrat",3,2,2,2,7,5,"Man","18-24","Some of the time",3,2,"Disagree somewhat","Disagree somewhat","Disagree strongly","Neither disagree nor agree","Disagree somewhat",2,2,2,2,"Assault","Democrat",2,2,1,3,2,4,5,3.5,"Same party",2.25,2,-4,-3,-0.25,-50,-50,-7.69230769230769
"467",467,"Democrat",2,"Not very strong Democrat",1,1,1,1,10,10,"Man","18-24","Some of the time",5,5,"Agree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",1,1,1,1,"Assault","Democrat",4,3,1,3,3,2,5,3.25,"Same party",1,1,-5,-5,0,-45.4545454545455,-45.4545454545455,0
"468",468,"Democrat",3,"Strong Democrat",4,2,3,2,9,10,"Man","45-54","Most of the time",9,10,"","","","","",4,2,3,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.75,2.75,0,0,0,0,0,0
"469",469,"Republican",2,"Independent",2,4,3,3,8,7,"Woman","25-34","Some of the time",7,7,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Disagree strongly","Neither disagree nor agree",3,4,3,3,"Assault","Independent",4,3,4,1,3,2,2,2,"Independents/Not sures",3,3.25,-1,0,0.25,-11.1111111111111,0,6.25
"470",470,"Democrat",2,"Lean Democrat",2,2,3,1,5,7,"Man","25-34","Some of the time",2,2,"Disagree somewhat","Agree strongly","Agree strongly","Agree strongly","Neither disagree nor agree",2,2,5,3,"Assault","Democrat",2,5,5,5,3,4,1,3.75,"Same party",2,3,-3,-5,1,-50,-62.5,33.3333333333333
"471",471,"Republican",2,"Lean Republican",3,4,3,4,10,10,"Woman","25-34","Some of the time",5,5,"Agree strongly","Neither disagree nor agree","Neither disagree nor agree","Disagree strongly","Agree somewhat",3,4,2,4,"Assault","Republican",5,3,3,1,4,1,3,2,"Same party",3.5,3.25,-5,-5,-0.25,-45.4545454545455,-45.4545454545455,-5.55555555555556
"472",472,"Democrat",1,"Independent",2,2,2,3,7,6,"Man","18-24","Only now and then",6,6,"Agree strongly","Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat",2,3,2,3,"Jokes","Independent",5,2,4,1,4,1,2,1.5,"Independents/Not sures",2.25,2.5,-1,0,0.25,-12.5,0,7.69230769230769
"473",473,"Democrat",1,"Not very strong Democrat",4,3,1,4,8,8,"Woman","55-64","Most of the time",6,6,"Agree somewhat","Agree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree",4,4,1,4,"Jokes","Democrat",4,4,4,1,3,2,2,2.25,"Same party",3,3.25,-2,-2,0.25,-22.2222222222222,-22.2222222222222,6.25
"474",474,"Republican",3,"Strong Democrat",1,1,1,1,0,0,"Man","25-34","Some of the time",0,0,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,1,0,0,0,0,0,0
"475",475,"Republican",3,"Strong Democrat",3,3,3,2,2,2,"Man","45-54","Most of the time",2,2,"","","","","",3,3,3,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.75,2.75,0,0,0,0,0,0
"476",476,"Republican",1,"Strong Republican",5,5,1,5,10,5,"Woman","35-44","Only now and then",10,5,"Agree strongly","Agree strongly","Agree strongly","Agree strongly","Agree strongly",5,5,1,5,"Jokes","Republican",5,5,5,5,5,1,1,3,"Same party",4,4,0,0,0,0,0,0
"477",477,"Republican",1,"Strong Democrat",1,1,1,1,7,2,"Woman","35-44","Most of the time",5,2,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",2,4,2,1,1,4,4,3.25,"Opposite party",1,1,-2,0,0,-25,0,0
"478",478,"Republican",3,"Strong Democrat",1,1,3,1,5,0,"Woman","45-54","Most of the time",5,1,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.5,1,0,1,-0.5,0,100,-20
"479",479,"Republican",3,"Strong Republican",1,2,4,2,10,10,"Woman","18-24","Most of the time",10,10,"","","","","",1,2,4,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.25,2,0,0,-0.25,0,0,-7.69230769230769
"480",480,"Democrat",1,"Independent",1,1,1,1,6,6,"Man","25-34","Some of the time",6,6,"Agree somewhat","Disagree strongly","Neither disagree nor agree","Disagree strongly","Agree somewhat",1,1,1,1,"Jokes","Independent",4,1,3,1,4,2,3,1.75,"Independents/Not sures",1,1,0,0,0,0,0,0
